"","Average Tee To Green","Average Driving Distance","Average SG: Putting","Average Approach the Green","Average Off The Tee","Average SG: Around The Green","Scoring Average","Rank","Height","Weight","Sand Saves","Bunkers","Hit Fairway"
"Luke List",0.482,313.3,-0.28,-0.005,0.481,0.006,71.223,124,188,86,59,127,407
"Jason Dufner",0.479,290.1,-0.494,0.091,0.264,0.124,71.336,136,178,82,69,136,549
"Jason Day",0.477,302,0.356,-0.083,0.535,0.025,70.212,22,183,88,55,105,416
"Aaron Wise",0.475,302.6,-0.146,-0.085,0.533,0.026,70.739,62,185,82,40,83,473
"Russell Henley",0.466,287.7,-0.299,0.334,0.137,-0.005,70.874,78,183,82,45,104,577
"Hank Lebioda",0.447,294,-0.28,0.281,0.085,0.081,71.002,100,180,81,43,99,517
"Ryan Palmer",0.434,298.6,0.041,0.395,0.255,-0.216,70.679,56,180,79,47,110,432
"Harold Varner III",0.429,302,-0.202,0.093,0.26,0.076,70.716,60,173,77,69,118,616
"Branden Grace",0.413,295.1,-0.52,0.11,0.024,0.278,71.421,145,178,78,55,110,360
"Rafa Cabrera Bello",0.376,289.6,0.043,0.089,0.18,0.107,70.78,67,188,81,78,147,440
"Brandt Snedeker",0.37,287.2,0.592,0.083,-0.193,0.48,70.52,39,185,84,109,175,698
"Cameron Tringale",0.342,296.9,0.204,0.327,-0.108,0.123,70.796,69,188,84,47,86,420
"Cameron Davis",0.34,309,-0.204,0.165,0.197,-0.021,70.985,95,193,82,44,94,458
"Ian Poulter",0.339,291.5,0.425,0.15,-0.078,0.267,70.502,38,185,86,67,108,387
"Troy Merritt",0.336,293.3,0.085,0.366,-0.054,0.041,70.95,87,183,73,40,82,532
"Daniel Berger",0.322,301,-0.043,0.007,0.344,-0.029,70.443,33,185,79,68,121,541
"Kramer Hickok",0.317,291,-0.604,-0.264,0.336,0.245,71.243,127,180,80,48,110,562
"Billy Horschel",0.307,291.8,0.522,0.147,0.145,0.014,70.644,52,183,79,67,140,619
"J.B. Holmes",0.302,306.7,-0.752,0.079,0.21,0.012,71.735,166,180,86,60,113,356
"J.T. Poston",0.294,293.8,0.212,0.223,0.032,0.038,70.633,51,188,74,93,176,772
"Kyle Stanley",0.285,288.9,-0.297,0.309,0.037,-0.062,71.094,114,180,75,63,127,533
"Josh Teater",0.279,292,-0.017,0.361,0.081,-0.162,70.983,94,178,82,36,96,454
"Kevin Tway",0.274,303.8,-0.131,0.124,-0.099,0.249,71.02,102,191,84,63,126,501
"Sebastián Muñoz",0.268,298.8,0.076,0.054,-0.048,0.261,70.907,81,183,83,62,127,523
"Talor Gooch",0.259,297.4,0.111,0.604,-0.24,-0.104,70.629,50,183,91,50,80,394
"Brian Harman",0.256,288.4,0.09,-0.301,0.312,0.245,71.016,101,170,68,83,142,675
"Shawn Stefani",0.252,295.9,-0.159,0.421,-0.303,0.133,70.958,88,188,93,55,104,530
"Scott Stallings",0.251,297,-0.329,0.259,0.009,-0.017,71.443,146,183,88,65,129,558
"Francesco Molinari",0.25,288.7,-0.211,0.04,0.105,0.105,70.974,92,173,72,49,75,408
"Kevin Kisner",0.221,286.4,0.45,0.257,0.149,-0.186,70.416,30,178,75,66,144,695
"Nate Lashley",0.219,289.6,0.304,0.487,-0.247,-0.021,70.692,57,183,86,49,94,499
"Brian Stuard",0.217,276.6,0.176,0.266,-0.239,0.19,70.999,99,178,79,73,138,765
"Charley Hoffman",0.216,295.6,-0.158,0.396,0.049,-0.23,71.361,139,183,91,46,117,377
"Martin Laird",0.204,298.9,0.019,0.075,0.1,0.029,70.866,77,188,86,55,112,637
"Si Woo Kim",0.194,292.4,-0.06,-0.177,0.066,0.305,70.963,90,180,83,90,159,531
"Jimmy Walker",0.192,299.2,-0.13,0.051,-0.181,0.322,71.262,128,188,82,84,136,423
"Joel Dahmen",0.187,292.4,-0.102,0.141,0.249,-0.204,70.932,86,180,80,79,157,703
"Trey Mullinax",0.181,310.2,-0.353,0.134,0.341,-0.293,71.194,120,193,88,48,108,437
"Cameron Smith",0.167,294.2,0.157,0.004,-0.123,0.286,70.814,71,180,78,71,121,422
"Wes Roach",0.166,294.1,0,-0.11,0.079,0.197,71.228,125,191,84,37,91,450
"Adam Schenk",0.146,300.8,0.341,0.142,0.08,-0.075,70.817,73,188,86,68,136,692
"Andrew Landry",0.142,286.8,-0.153,0.2,0.185,-0.244,71.265,129,170,68,55,110,647
"Nick Taylor",0.122,292.1,0.33,-0.051,0.135,0.038,70.697,58,183,77,73,156,736
"Nick Watney",0.121,301.7,0.012,0.071,0.01,0.04,70.908,83,188,82,71,141,543
"Sung Kang",0.118,300.5,-0.088,0.036,0.165,-0.083,71.101,115,173,75,82,142,593
"Danny Lee",0.102,301.4,-0.24,0.156,0.085,-0.139,70.997,98,180,79,75,141,567
"Bill Haas",0.098,291.5,0.055,-0.169,-0.083,0.35,71.056,110,188,84,56,107,522
"Vaughn Taylor",0.096,282.9,0.636,0.269,-0.205,0.032,70.45,34,183,73,89,157,786
"Adam Hadwin",0.091,291.2,0.252,0.008,0.31,-0.227,70.545,42,173,75,80,143,577
"Roberto Castro",0.088,283.8,-0.079,0.432,-0.382,0.039,71.127,118,183,77,46,98,591
"Michael Thompson",0.087,288.4,0.339,0.018,-0.045,0.113,70.662,55,183,83,78,142,621
"Max Homa",0.087,300.2,-0.006,0.179,0.213,-0.304,71.11,117,185,82,61,138,554
"J.J. Spaun",0.051,290.4,-0.021,0.094,-0.046,0.003,71.034,105,175,83,49,104,558
"Carlos Ortiz",0.046,301,0.079,-0.072,0.177,-0.06,71.069,113,183,68,57,114,615
"Tom Hoge",0.039,290.4,-0.284,0.381,-0.179,-0.163,71.608,160,185,79,70,141,613
"Sam Ryder",0.035,293.9,0.427,0.158,0.038,-0.161,70.912,85,188,79,78,125,527
"Ryan Armour",0.001,277.9,0.19,-0.002,-0.103,0.106,70.888,80,175,77,74,138,761
"Kevin Na",-0.002,289.6,0.089,-0.076,-0.282,0.355,71.144,119,180,76,63,114,389
"Alex Noren",-0.003,301.1,-0.266,-0.366,0.083,0.28,71.046,108,180,75,53,119,365
"Jonas Blixt",-0.008,289.4,0.13,-0.039,-0.003,0.034,70.875,79,178,74,54,116,575
"Kyoung-Hoon Lee",-0.011,286.2,-0.096,-0.011,0.125,-0.124,71.307,133,175,80,73,141,558
"Fabián Gómez",-0.016,290.2,-0.144,-0.286,0.048,0.222,71.484,151,173,74,39,86,459
"Brendan Steele",-0.027,302.5,-0.503,-0.316,0.518,-0.228,71.893,171,188,79,37,95,475
"Mackenzie Hughes",-0.03,297.2,-0.014,0.032,-0.068,0.006,70.907,81,185,82,48,118,519
"Adam Long",-0.049,292,-0.369,0.138,-0.036,-0.151,71.464,149,178,73,61,123,630
"Bronson Burgoon",-0.053,296.1,-0.291,-0.033,0.054,-0.074,71.295,131,188,86,49,98,431
"Scott Brown",-0.077,288.6,0.073,-0.083,0.199,-0.194,70.96,89,173,77,72,144,625
"Roger Sloan",-0.081,295.8,0.101,0.096,-0.072,-0.105,71.034,105,188,79,78,138,580
"Peter Malnati",-0.088,292.2,0.467,0.225,-0.41,0.097,70.762,63,178,72,67,134,578
"Jim Knous",-0.123,296.5,-0.249,0.111,0.041,-0.275,71.483,150,185,81,34,82,289
"Brice Garnett",-0.125,287.4,0.091,-0.253,0.281,-0.153,71.067,112,180,79,59,133,638
"Andrew Putnam",-0.164,281.5,0.7,0.414,-0.639,0.061,70.644,52,185,77,72,118,467
"Hudson Swafford",-0.167,295.2,-0.031,0.119,-0.047,-0.239,71.35,137,191,91,53,97,368
"Robert Streb",-0.187,288.7,-0.237,-0.053,-0.256,0.122,71.629,161,178,75,56,120,515
"Tyler Duncan",-0.193,288.2,-0.565,-0.152,0.156,-0.197,71.577,158,173,68,45,101,624
"Patrick Rodgers",-0.197,299.8,0.428,-0.383,0.157,0.029,71.365,140,188,83,41,89,361
"Richy Werenski",-0.221,293.6,0.074,-0.163,0.057,-0.114,71.104,116,183,74,57,126,620
"Wyndham Clark",-0.227,311.8,0.64,-0.572,0.084,0.261,70.595,48,183,78,71,127,569
"Jim Herman",-0.232,288.3,-0.154,-0.11,0.203,-0.325,71.75,167,183,77,34,77,375
"Austin Cook",-0.232,291,-0.088,-0.095,0.236,-0.372,71.201,121,170,73,66,135,518
"Denny McCarthy",-0.239,290.8,0.926,-0.448,0.061,0.149,70.546,43,175,75,59,121,622
"Pat Perez",-0.248,286.1,0.535,-0.085,-0.498,0.335,71.059,111,183,86,46,92,371
"Cameron Champ",-0.276,317.9,-0.099,-0.335,0.657,-0.597,71.393,142,183,79,40,108,521
"Phil Mickelson",-0.278,306.3,-0.16,-0.065,-0.307,0.094,71.331,135,191,91,54,98,345
"Sam Burns",-0.32,307.2,0.369,-0.293,0.277,-0.304,70.995,97,185,83,53,129,536
"Harris English",-0.327,301,0.527,-0.437,-0.024,0.134,71.055,109,191,84,75,146,668
"Ryan Blaum",-0.338,289.2,0.194,-0.292,-0.052,0.006,71.302,132,173,75,66,133,629
"Aaron Baddeley",-0.34,286.3,0.654,-0.34,-0.46,0.46,70.783,68,183,80,54,99,324
"Graeme McDowell",-0.346,285.9,0.731,-0.016,-0.426,0.096,70.591,47,178,73,77,136,431
"Jonathan Byrd",-0.349,281.6,-0.412,0.204,-0.758,0.205,71.49,152,175,75,28,68,279
"Chesson Hadley",-0.357,297.6,0.23,0.231,-0.336,-0.252,71.453,147,193,73,61,118,482
"Alex Cejka",-0.362,278,-0.482,-0.014,-0.092,-0.257,72.076,177,178,77,34,81,379
"Rod Pampling",-0.382,286.4,-0.796,-0.473,-0.187,0.278,72.304,183,178,79,49,106,354
"Jordan Spieth",-0.403,295.2,0.862,-0.198,-0.452,0.246,70.453,35,185,79,77,141,495
"David Hearn",-0.458,279.3,-0.157,0.009,-0.158,-0.309,71.697,163,185,77,37,73,319
"Peter Uihlein",-0.526,297.5,0.345,-0.168,-0.442,0.085,71.512,154,185,86,72,130,399
"J.J. Henry",-0.535,288.8,-0.657,-0.273,-0.099,-0.163,72.135,180,191,91,33,83,363
"Ernie Els",-0.536,284.7,0.01,-0.355,-0.463,0.282,71.548,157,191,95,49,76,235
"Brian Gay",-0.613,274.9,0.335,-0.392,-0.286,0.065,71.356,138,178,75,69,143,699
"Ted Potter, Jr.",-0.727,281.4,-0.216,-0.14,-0.253,-0.335,72.214,182,180,82,56,134,517
"Patton Kizzire",-0.74,294.9,0.642,-0.132,-0.489,-0.12,71.292,130,196,98,60,119,442
"Chris Stroud",-0.752,289.8,0.022,-0.229,-0.557,0.035,71.644,162,188,82,50,95,408
"Kelly Kraft",-0.769,290.2,0.054,-0.189,-0.307,-0.273,71.529,156,183,79,72,148,550
"Seamus Power",-0.776,295.9,0.057,-0.676,-0.247,0.147,72.026,176,191,91,64,113,482
"Beau Hossler",-0.797,299.4,0.619,-0.765,0.048,-0.08,71.381,141,185,88,78,149,532
"Sangmoon Bae",-0.851,296.5,0.217,-0.568,0.02,-0.302,71.762,168,183,82,41,80,343
"Anirban Lahiri",-0.869,290.2,0.116,-0.298,-0.431,-0.139,71.698,164,175,79,59,108,498
"Hunter Mahan",-0.875,295.7,0.102,-0.563,0.262,-0.574,71.948,173,180,79,48,103,425
"Freddie Jacobson",-0.968,285.3,0.142,-0.151,-0.639,-0.178,71.953,174,185,81,31,73,326
"Cody Gribble",-0.994,297.2,-0.033,-0.427,-0.374,-0.193,72.096,179,175,75,38,92,431
"Dominic Bozzelli",-0.997,296.4,0.847,-0.766,-0.236,0.005,71.023,104,183,81,60,108,403
"Satoshi Kodaira",-1.124,282.3,-0.504,-0.399,-0.311,-0.414,72.78,187,170,68,37,95,467
"Martin Trainer",-1.39,303.8,-0.041,-1.378,-0.075,0.063,72.343,184,185,80,51,96,343
"Michael Kim",-1.95,279.3,-0.185,-0.545,-1.556,0.15,73.569,188,180,75,54,116,313
