"","Average Tee To Green","Average Driving Distance","Average SG: Putting","Average Approach the Green","Average Off The Tee","Average SG: Around The Green","Scoring Average","Rank","Height","Weight","Sand Saves","Bunkers","Hit Fairway"
"Jim Knous",0.531,298.3,-0.056,0.037,0.535,-0.041,71.525,110,185,81,4,10,44
"Russell Henley",0.52,288.4,-1.392,0.095,0.071,0.354,71.155,81,183,82,4,11,37
"Troy Merritt",0.48,313.9,0.686,-0.087,0.052,0.515,71.173,82,183,73,9,14,72
"Adam Schenk",0.468,302.4,1.044,0.174,0.403,-0.11,70.402,33,188,86,11,20,74
"Roberto Castro",0.444,295.9,0.517,0.595,-0.288,0.136,70.706,53,183,77,5,14,103
"Harold Varner III",0.401,311.4,0.274,-0.281,0.326,0.357,70.215,25,173,77,9,14,85
"Phil Mickelson",0.394,312.4,0.963,-0.415,0.073,0.736,70.643,47,191,91,3,8,23
"Danny Lee",0.38,316,0.786,-0.061,0.622,-0.181,69.989,20,180,79,14,24,62
"Kramer Hickok",0.373,290.6,-0.329,-0.191,0.393,0.171,70.95,67,180,80,7,12,82
"J.T. Poston",0.373,296.9,-0.361,0.516,0.038,-0.181,71.117,79,188,74,11,23,78
"Ryan Blaum",0.368,293,-0.406,-0.059,0.016,0.41,71.735,130,173,75,12,21,98
"Kyoung-Hoon Lee",0.359,286.7,-0.643,0.375,0.006,-0.022,71.765,132,175,80,14,24,71
"James Hahn",0.352,291,-0.126,-0.119,0.427,0.044,71.673,126,185,82,13,23,64
"Hunter Mahan",0.333,298.5,-0.521,0.393,0.408,-0.468,72.06,146,180,79,6,11,81
"Martin Trainer",0.323,315.7,-1.032,-1.155,0.858,0.62,72.35,160,185,80,8,16,51
"Nicholas Lindheim",0.319,277.5,0.735,0.109,-0.073,0.283,70.947,65,188,74,2,5,30
"Andres Romero",0.316,295.8,0.738,0.616,0.096,-0.397,70.947,65,178,75,5,8,28
"Billy Hurley III",0.233,279.8,-0.429,0.952,-0.267,-0.452,72.197,156,178,77,5,5,37
"Andrew Landry",0.225,289.4,-0.867,0.448,-0.167,-0.057,72.234,158,170,68,6,9,27
"Sam Burns",0.208,302,-0.367,0.154,0.154,-0.101,72.711,181,185,83,7,13,56
"Beau Hossler",0.2,308.5,0.455,-0.071,-0.426,0.696,71.282,90,185,88,15,25,43
"Nick Taylor",0.196,302.5,0.432,-0.319,0.48,0.035,71.093,78,183,77,9,21,103
"Josh Teater",0.192,291.2,-0.68,0.289,0.025,-0.121,71.651,125,178,82,2,11,54
"Jim Herman",0.19,290.2,-1.076,1.278,-0.106,-0.983,73.396,202,183,77,1,5,33
"Kevin Na",0.178,311,-1.939,-1.146,0.177,1.147,72.151,153,180,76,17,31,20
"Scott Stallings",0.165,311.9,-0.276,0.388,0.134,-0.357,73.024,191,183,88,9,22,68
"Joel Dahmen",0.144,295.8,-0.353,-0.008,0.198,-0.046,71.302,93,180,80,14,29,69
"Richy Werenski",0.139,296.4,0.406,0.064,0.379,-0.304,70.326,30,183,74,8,16,102
"Brendan Steele",0.138,326,-0.653,-0.303,0.685,-0.245,71.979,144,188,79,7,21,51
"Russell Knox",0.132,280,-0.614,0.939,-0.454,-0.354,73.823,208,178,72,2,4,18
"Harris English",0.111,300.8,0.101,-0.085,-0.156,0.352,71.763,131,191,84,14,21,90
"Hudson Swafford",0.099,299,0.279,-0.021,-0.068,0.189,71.263,87,191,91,13,25,85
"Nick Watney",0.075,301.2,0.08,0.217,0.344,-0.486,71.263,87,188,82,10,25,51
"Peter Malnati",0.069,300.8,0.706,0.378,-0.422,0.113,71.007,71,178,72,9,20,69
"Rod Pampling",0.054,308.5,-0.58,0.138,-0.57,0.486,71.79,133,178,79,16,29,32
"Graeme McDowell",0.043,297,0.432,0.572,-0.186,-0.343,71.415,102,178,73,10,19,39
"Matt Jones",0.026,298.5,-0.481,-0.3,0.532,-0.207,72.533,167,183,77,8,17,71
"Mackenzie Hughes",0.019,303.2,0.466,-0.07,-0.861,0.95,71.491,108,185,82,7,12,38
"Bronson Burgoon",-0.034,307.3,-0.482,0.039,0.305,-0.378,71.049,75,188,86,12,22,53
"J.J. Henry",-0.04,292.6,-0.585,0.205,-0.086,-0.158,72.626,174,191,91,4,6,51
"Shawn Stefani",-0.045,290.1,0.135,-0.238,0.336,-0.143,71.711,129,188,93,5,5,77
"Nate Lashley",-0.047,293.4,1.502,0.289,-0.195,-0.141,70.545,43,183,86,1,10,62
"Trey Mullinax",-0.051,311.8,-1.627,-0.133,0.407,-0.325,73.345,200,193,88,3,9,41
"Tom Hoge",-0.074,290.1,-0.635,0.304,-0.498,0.12,72.636,176,185,79,17,24,60
"Chris Thompson",-0.074,287.5,-0.051,0.03,0.007,-0.111,72.126,150,188,88,3,10,46
"Wes Roach",-0.086,289.8,0.301,0.191,-0.151,-0.126,71.386,99,191,84,5,14,90
"Chris Kirk",-0.129,288.5,-0.452,-0.306,-0.103,0.28,71.617,123,191,79,8,15,69
"David Hearn",-0.149,263.8,-1.03,1.086,-0.237,-0.998,73.179,195,185,77,1,6,43
"Brandon Hagy",-0.153,311.5,-1.025,-0.306,0.608,-0.455,72.845,185,180,72,3,12,48
"Denny McCarthy",-0.187,295,1.201,-0.464,0.286,-0.009,70.543,42,175,75,12,21,85
"Cameron Tringale",-0.252,295.9,0.457,0.214,-0.69,0.225,71.795,135,188,84,5,11,48
"Danny Willett",-0.263,301.3,-1.72,0.327,-0.733,0.144,72.198,157,180,77,4,9,12
"Jonas Blixt",-0.28,289.1,0.492,-0.143,-0.101,-0.036,71.545,112,178,74,9,18,79
"Peter Uihlein",-0.3,305.2,0.122,-0.363,0.038,0.025,72.62,172,185,86,15,29,46
"Chad Campbell",-0.309,273.8,-1.827,-0.126,0.075,-0.258,74.137,211,185,93,4,6,35
"Jim Furyk",-0.341,288.6,-1.421,-0.304,-0.012,-0.024,69.878,17,188,84,1,3,22
"Brian Stuard",-0.345,277.7,-0.489,-0.218,-0.45,0.323,72.618,171,178,79,14,30,74
"Max Homa",-0.346,299.5,-0.113,0.576,-0.161,-0.761,72.65,177,185,82,6,15,56
"Brian Gay",-0.356,281.3,0.58,-0.518,-0.154,0.316,72.092,148,178,75,12,31,48
"Kelly Kraft",-0.361,302,-0.15,0.018,-0.287,-0.092,71.373,97,183,79,7,11,48
"Vaughn Taylor",-0.381,286.6,0.453,-0.293,-0.275,0.188,71.064,76,183,73,12,20,95
"Robert Garrigus",-0.407,301.4,0.615,0.819,-0.63,-0.597,71.793,134,180,86,6,7,42
"Jonathan Byrd",-0.537,278.5,0.665,0.353,-0.696,-0.194,71.872,141,175,75,1,6,54
"Wyndham Clark",-0.545,326.2,0.673,-0.467,-0.059,-0.019,71.593,118,183,78,13,21,78
"Seamus Power",-0.552,291.8,0.018,-0.971,0.274,0.145,72.811,183,191,91,11,16,64
"Hank Lebioda",-0.588,285.5,-1.048,-0.282,-0.268,-0.038,73.637,205,180,81,1,6,30
"Scott Brown",-0.602,282.8,0.23,-0.251,-0.329,-0.022,72.28,159,173,77,4,12,35
"Parker McLachlin",-0.61,273.1,-0.087,0.07,-1.464,0.785,72.697,179,185,0,5,8,27
"Grayson Murray",-0.636,321.3,-0.554,-0.642,0.432,-0.427,72.907,186,185,90,5,11,52
"Ted Potter, Jr.",-0.646,285.8,-2.836,-1.054,0.949,-0.541,72.558,168,180,82,6,17,17
"Derek Ernst",-0.69,289.6,-0.256,-0.568,-0.438,0.316,72.947,187,183,84,6,7,26
"Jordan Spieth",-0.712,294.8,0.686,0.488,-0.971,-0.228,71.323,94,185,79,3,14,27
"Chris Stroud",-0.722,288.7,-0.359,0.535,-1.037,-0.219,72.508,166,188,82,7,11,57
"Anirban Lahiri",-0.751,300.8,-0.121,-0.283,-0.7,0.233,71.553,115,175,79,8,11,34
"Fabián Gómez",-0.756,286.7,-0.039,-0.725,0.109,-0.14,72.719,182,173,74,7,15,68
"Adam Long",-0.761,304,-0.597,0.081,-0.078,-0.764,73.359,201,178,73,1,5,50
"John Huh",-0.797,285.6,-1.048,0,-0.345,-0.452,73.237,197,183,86,8,16,45
"Cody Gribble",-0.815,286.3,-0.196,-0.39,-1.112,0.687,72.987,190,175,75,7,9,40
"Alex Cejka",-0.91,279.1,0.192,0.012,-0.083,-0.839,72.143,152,178,77,6,10,55
"Freddie Jacobson",-0.928,304,-0.833,-0.315,0.594,-1.207,74.588,212,185,81,1,6,20
"Ricky Barnes",-0.953,299.2,-0.238,-0.554,-1.075,0.676,73.192,196,188,91,5,7,36
"Si Woo Kim",-0.981,298.7,2.455,-0.406,-0.943,0.369,70.092,22,180,83,16,27,32
"Stuart Appleby",-0.992,267.1,0.045,0.904,-1.383,-0.512,72.947,187,185,84,1,3,28
"Roger Sloan",-0.998,300.1,-0.211,-0.713,-0.217,-0.069,72.65,177,188,79,7,14,58
"Dominic Bozzelli",-1.017,302.3,0.672,-0.824,-0.157,-0.037,71.282,90,183,81,3,13,54
"John Senden",-1.034,297.4,-0.169,-0.477,-0.463,-0.093,72.632,175,193,91,5,9,57
"Ryan Armour",-1.039,269.4,0.842,-0.386,-0.557,-0.095,71.259,86,175,77,13,20,39
"Michael Kim",-1.047,293.7,-0.135,-0.362,-0.308,-0.377,73.694,207,180,75,8,20,47
"Sung Kang",-1.054,296.6,0.287,-0.148,-0.023,-0.882,71.37,96,173,75,18,24,43
"Brice Garnett",-1.174,295.7,-0.088,0.039,0.937,-2.149,70.992,69,180,79,5,11,20
"Jason Dufner",-1.186,290.4,0.064,-1.505,-0.179,0.498,71.803,136,178,82,16,27,32
"Austin Cook",-1.186,287.3,-0.575,0.087,0,-1.273,71.414,101,170,73,14,27,18
"Sangmoon Bae",-1.247,296.9,-0.375,-1.023,0.43,-0.653,73.553,204,183,82,7,13,29
"Ben Crane",-1.441,280.5,0.416,-0.815,-0.762,0.136,73.025,192,180,75,8,11,44
"Adam Hadwin",-1.601,291.8,-0.881,-0.663,0.291,-1.229,70.85,62,173,75,17,22,16
"Tyler Duncan",-1.66,290.1,-1.049,-0.703,-0.216,-0.741,73.035,193,173,68,6,19,64
"Sean O'Hair",-1.877,280.4,-0.259,-1.254,0.103,-0.726,73.396,202,188,82,5,7,28
"Chad Collins",-2.038,273.2,1.059,-0.856,-1.688,0.506,72.979,189,175,79,7,10,30
"Wesley Bryan",-2.902,270,-2.11,-0.393,-2.298,-0.211,75.362,214,183,0,5,8,34
