"","Average Tee To Green","Average Driving Distance","Average SG: Putting","Average Approach the Green","Average Off The Tee","Average SG: Around The Green","Scoring Average","Rank","Height","Weight","Sand Saves","Bunkers","Hit Fairway"
"Scott Brown",-0.055,288.6,0.152,-0.039,0.203,-0.219,70.928,87,173,77,64,132,544
"Bronson Burgoon",-0.077,295.7,-0.203,-0.048,0.042,-0.071,71.277,136,188,86,49,98,410
"Robert Streb",-0.104,289.4,-0.186,-0.013,-0.186,0.095,71.553,157,178,75,56,119,498
"Pat Perez",-0.123,285.9,0.523,0.063,-0.485,0.299,71.046,106,183,86,44,87,329
"Jim Knous",-0.123,296.5,-0.249,0.111,0.041,-0.275,71.483,151,185,81,34,82,289
"Brice Garnett",-0.13,287.4,0.04,-0.192,0.261,-0.199,71.163,118,180,79,56,125,578
"Graeme McDowell",-0.154,286.3,0.789,0.043,-0.288,0.091,70.357,29,178,73,66,120,382
"Austin Cook",-0.163,290.6,-0.133,-0.092,0.209,-0.279,71.241,132,170,73,66,134,476
"Hudson Swafford",-0.167,295.2,-0.031,0.119,-0.047,-0.239,71.35,141,191,91,53,97,368
"Andrew Putnam",-0.194,282.5,0.713,0.374,-0.652,0.085,70.618,53,185,77,64,108,397
"Billy Hurley III",-0.198,287,-0.004,0.314,-0.709,0.197,71.789,176,178,77,35,63,241
"Wyndham Clark",-0.21,312.8,0.664,-0.536,0.08,0.245,70.549,45,183,78,64,114,470
"Jim Herman",-0.232,288.3,-0.154,-0.11,0.203,-0.325,71.75,173,183,77,34,77,375
"Denny McCarthy",-0.238,290.6,0.973,-0.449,0.116,0.094,70.579,47,175,75,54,114,562
"Phil Mickelson",-0.241,306.5,-0.116,-0.113,-0.183,0.054,71.172,119,191,91,46,88,285
"Tyler Duncan",-0.256,287.9,-0.593,-0.171,0.125,-0.21,71.69,169,173,68,43,98,582
"Richy Werenski",-0.257,293.2,0.065,-0.152,0.052,-0.157,71.192,123,183,74,57,126,585
"Jordan Spieth",-0.278,294.7,0.738,-0.143,-0.436,0.3,70.424,35,185,79,63,117,411
"Cameron Champ",-0.282,316.6,0.075,-0.289,0.638,-0.63,71.219,127,183,79,33,96,436
"Alex Cejka",-0.302,277.1,-0.625,0.082,-0.107,-0.276,72.248,191,178,77,31,76,338
"Ryan Blaum",-0.317,289.1,0.234,-0.249,-0.052,-0.017,71.278,137,173,75,66,132,616
"Sam Burns",-0.32,307.2,0.369,-0.293,0.277,-0.304,70.995,97,185,83,53,129,536
"Rod Pampling",-0.334,286.6,-0.787,-0.42,-0.16,0.247,72.305,193,178,79,48,104,340
"Aaron Baddeley",-0.34,286.3,0.654,-0.34,-0.46,0.46,70.783,71,183,80,54,99,324
"Harris English",-0.361,300.3,0.537,-0.476,-0.049,0.165,71.133,115,191,84,74,145,631
"Chesson Hadley",-0.373,297.3,0.189,0.225,-0.354,-0.244,71.598,161,193,73,59,114,405
"Jonathan Byrd",-0.389,281.3,-0.283,0.164,-0.751,0.196,71.457,148,175,75,28,67,264
"Lucas Bjerregaard",-0.407,308.4,-0.501,-0.164,0.15,-0.394,71.641,167,188,83,31,68,224
"Peter Uihlein",-0.451,297.7,0.301,-0.163,-0.417,0.13,71.561,159,185,86,72,130,370
"David Hearn",-0.458,279.3,-0.157,0.009,-0.158,-0.309,71.697,170,185,77,37,73,319
"J.J. Henry",-0.49,288.6,-0.595,-0.197,-0.104,-0.189,72.089,187,191,91,33,81,345
"Brian Gay",-0.519,274.8,0.445,-0.39,-0.216,0.087,71.22,128,178,75,67,137,669
"Ernie Els",-0.536,284.7,0.01,-0.355,-0.463,0.282,71.548,156,191,95,49,76,235
"Chris Thompson",-0.593,290.1,-0.371,-0.253,-0.221,-0.119,72.592,197,188,88,32,67,241
"Kelly Kraft",-0.626,290.1,0.06,-0.04,-0.267,-0.319,71.427,146,183,79,69,142,516
"Patton Kizzire",-0.695,294.4,0.475,-0.186,-0.446,-0.063,71.452,147,196,98,57,114,394
"Chris Stroud",-0.711,289.9,0.124,-0.125,-0.541,-0.045,71.555,158,188,82,47,92,382
"Stewart Cink",-0.718,296,0.372,-0.176,-0.521,-0.02,71.528,155,193,93,49,88,221
"Hunter Mahan",-0.772,295.2,0.043,-0.569,0.326,-0.529,71.954,183,180,79,47,101,408
"Ted Potter, Jr.",-0.773,280.2,-0.231,-0.147,-0.276,-0.35,72.34,194,180,82,56,134,480
"Seamus Power",-0.807,295,0.046,-0.721,-0.2,0.114,72.139,190,191,91,63,110,449
"Sangmoon Bae",-0.814,296.4,0.24,-0.58,0.06,-0.293,71.761,175,183,82,41,80,325
"Beau Hossler",-0.824,299.3,0.694,-0.749,0.003,-0.079,71.371,143,185,88,77,148,512
"Cody Gribble",-0.859,296.8,-0.07,-0.381,-0.364,-0.115,72.044,186,175,75,38,92,419
"John Senden",-0.91,284.9,-0.119,-0.082,-0.59,-0.238,72.382,195,193,91,30,57,256
"Anirban Lahiri",-0.949,289.7,0.132,-0.301,-0.479,-0.169,71.812,177,175,79,59,107,461
"Freddie Jacobson",-0.968,285.3,0.142,-0.151,-0.639,-0.178,71.953,182,185,81,31,73,326
"Dominic Bozzelli",-1.042,296.2,0.897,-0.768,-0.278,0.004,71.045,105,183,81,59,107,382
"Ben Crane",-1.113,279.4,0.297,-0.324,-0.668,-0.121,71.602,162,180,75,41,71,256
"Martin Trainer",-1.235,303.8,-0.077,-1.294,-0.007,0.065,72.277,192,185,80,51,96,328
"Satoshi Kodaira",-1.236,282,-0.446,-0.422,-0.34,-0.474,72.861,199,170,68,37,94,445
"Michael Kim",-1.863,278.9,-0.149,-0.515,-1.497,0.149,73.526,200,180,75,53,113,303
