"","Average Tee To Green","Average Driving Distance","Average SG: Putting","Average Approach the Green","Average Off The Tee","Average SG: Around The Green","Scoring Average","Rank","Height","Weight","Sand Saves","Bunkers","Hit Fairway"
"Zach Johnson",0.742,284.2,0.106,0.511,-0.028,0.26,70.412,31,180,74,16,29,171
"Ryan Moore",0.733,286.7,0.444,0.441,0.248,0.043,71.527,134,175,77,26,55,187
"Rafa Cabrera Bello",0.716,291,0.92,0.392,0.334,-0.009,70.061,20,188,81,27,58,124
"Cameron Smith",0.699,298.6,0.649,0.557,-0.372,0.513,70.291,28,180,78,35,57,155
"Kevin Tway",0.685,306.9,-0.064,0.024,0.143,0.517,71.186,101,191,84,28,52,171
"Trey Mullinax",0.685,304.7,-0.502,0.284,0.41,-0.009,70.762,58,193,88,32,59,198
"Ryan Palmer",0.648,300.1,0.373,0.781,0.161,-0.293,70.434,34,180,79,28,62,137
"Hank Lebioda",0.617,288.5,-0.559,0.036,0.19,0.391,71.149,95,180,81,21,49,190
"Chez Reavie",0.616,288.7,-0.148,0.74,0.112,-0.236,70.797,61,175,73,33,70,216
"Harold Varner III",0.604,301.8,-0.017,0.151,0.473,-0.019,70.419,32,173,77,24,45,241
"Abraham Ancer",0.557,296.5,-0.175,0.291,0.442,-0.176,70.821,65,170,70,25,55,208
"Rickie Fowler",0.555,303.8,0.883,0.232,0.221,0.102,69.55,3,175,68,26,48,198
"Dylan Frittelli",0.547,291.9,-0.091,0.073,0.444,0.03,71.11,93,188,81,24,48,186
"Kevin Streelman",0.543,288.5,-0.552,-0.008,0.579,-0.028,71.644,146,178,79,32,69,286
"Bud Cauley",0.509,292.9,0.191,0.114,-0.361,0.756,70.54,38,170,73,30,53,215
"Chesson Hadley",0.498,297.8,0.417,1.111,-0.339,-0.275,71.271,112,193,73,28,54,174
"Sebastián Muñoz",0.486,296.8,-0.426,-0.14,0.193,0.433,71.288,114,183,83,39,78,200
"Adam Scott",0.46,299.7,0.691,0.503,0.262,-0.304,70.195,27,183,82,23,39,87
"Si Woo Kim",0.414,294.1,0.612,0.051,-0.19,0.554,70.337,30,180,83,38,71,178
"Russell Henley",0.401,287.4,-0.317,0.141,0.328,-0.068,70.981,81,183,82,21,52,212
"Danny Willett",0.388,292.8,-0.327,0.664,-0.297,0.021,71.777,158,180,77,16,34,120
"Matt Jones",0.385,293.8,0.118,-0.054,0.385,0.055,71.261,111,183,77,32,59,200
"Sung Kang",0.38,295.1,0.037,0.197,0.006,0.178,70.801,62,173,75,49,78,236
"Patrick Rodgers",0.377,299.3,0.511,0.107,0.2,0.07,70.941,78,188,83,37,76,261
"Nate Lashley",0.365,283.2,0.53,0.587,-0.247,0.024,70.685,51,183,86,16,36,148
"Chris Kirk",0.365,283.6,-0.461,0.446,-0.437,0.357,71.446,132,191,79,44,70,209
"Adam Schenk",0.359,297.6,0.32,0.398,0.12,-0.159,70.818,64,188,86,35,71,295
"Scott Piercy",0.324,288.4,-0.115,0.087,0.345,-0.108,70.703,53,183,84,30,69,269
"Kyoung-Hoon Lee",0.324,281,0.087,0.34,0.176,-0.192,71.272,113,175,80,32,62,195
"Charley Hoffman",0.314,289.2,-0.171,-0.146,0.536,-0.075,72.12,179,183,91,13,43,97
"Scott Stallings",0.308,295.6,-0.481,0.655,-0.111,-0.235,71.885,164,183,88,23,54,181
"Sam Ryder",0.305,294.5,0.49,0.427,-0.038,-0.084,70.878,72,188,79,51,76,235
"Aaron Baddeley",0.302,287.1,0.407,-0.073,-0.305,0.681,70.593,44,183,80,30,48,174
"Josh Teater",0.3,286.1,-0.593,0.238,-0.118,0.179,71.668,149,178,82,16,42,118
"Francesco Molinari",0.283,291.3,0.668,0.029,0.22,0.035,71.409,129,173,72,15,20,122
"Troy Merritt",0.264,296.6,0.327,-0.209,-0.043,0.516,71.16,98,183,73,19,31,164
"Kevin Kisner",0.251,288,0.468,0.279,0.346,-0.374,70.521,37,178,75,27,54,212
"Adam Long",0.234,291.2,-0.42,0.244,0.188,-0.197,71.343,120,178,73,18,42,202
"Davis Love III",0.213,288.2,-0.245,0.749,-0.472,-0.064,71.229,104,191,79,21,32,145
"Jonathan Byrd",0.207,277.2,0.279,0.589,-0.564,0.182,70.893,74,175,75,13,27,114
"Scott Brown",0.2,284.3,0.093,-0.216,0.131,0.286,70.872,71,173,77,44,71,231
"Kramer Hickok",0.181,286.4,-0.773,-0.342,0.432,0.091,71.599,141,180,80,25,48,220
"Kevin Na",0.169,298.7,-0.286,0.057,-0.493,0.605,71.588,139,180,76,34,61,123
"J.T. Poston",0.165,293.4,0.277,0.184,-0.063,0.045,70.577,41,188,74,51,93,289
"Fabián Gómez",0.151,286.6,-0.13,-0.156,0.29,0.017,71.36,123,173,74,23,46,173
"Cameron Champ",0.142,316.1,0.531,0.119,0.68,-0.657,70.591,43,183,79,21,55,249
"James Hahn",0.126,290.4,-0.507,-0.076,0.043,0.159,71.655,147,185,82,20,36,137
"Adam Hadwin",0.112,291.3,-0.004,-0.163,0.651,-0.376,70.586,42,173,75,37,69,203
"Carlos Ortiz",0.112,299.8,0.186,0.016,0.237,-0.141,71.154,96,183,68,29,62,262
"Joel Dahmen",0.11,292.3,-0.392,-0.082,0.238,-0.046,71.134,94,180,80,38,72,238
"Cameron Davis",0.104,306.9,0.006,0.307,0.089,-0.293,71.047,85,193,82,27,50,186
"Aaron Wise",0.099,304.9,-0.046,-0.289,0.382,0.007,71.201,103,185,82,16,36,170
"Brian Stuard",0.088,273.5,0.22,0.009,-0.364,0.444,71.298,117,178,79,37,66,271
"Patrick Reed",0.088,295.5,0.773,-0.139,-0.075,0.302,70.568,40,183,91,36,65,161
"Nick Watney",0.084,297.1,-0.083,0.093,0.042,-0.05,71.042,84,188,82,31,66,175
"Matt Every",0.059,289.4,0.221,-0.37,0.196,0.233,70.75,57,180,86,21,35,106
"Roger Sloan",0.041,295.4,0.097,-0.007,0.118,-0.07,71.163,99,188,79,38,69,227
"Ernie Els",0.004,280.1,0.364,-0.113,-0.014,0.13,71.073,90,191,95,33,45,135
"J.J. Spaun",-0.006,289.1,0.059,0.219,-0.067,-0.158,71.242,108,175,83,25,53,208
"Bronson Burgoon",-0.013,291.5,-0.599,0.077,0.115,-0.204,71.581,137,188,86,28,54,166
"Danny Lee",-0.029,302.7,0.147,0.432,-0.06,-0.401,70.644,47,180,79,30,51,197
"Martin Kaymer",-0.034,291.7,-0.023,-0.102,0.103,-0.035,71.057,86,183,75,20,28,124
"Hudson Swafford",-0.043,295.6,0.2,0.27,-0.157,-0.156,71.093,92,191,91,36,60,246
"Tom Hoge",-0.051,286.6,-0.024,0.424,-0.325,-0.15,71.842,162,185,79,28,54,201
"Max Homa",-0.058,297,0.193,0.275,0.124,-0.456,71.172,100,185,82,26,61,203
"Jim Knous",-0.083,294.5,-0.318,0.125,0.076,-0.283,71.749,155,185,81,20,50,153
"Peter Malnati",-0.088,288.1,0.514,0.148,-0.365,0.129,70.93,77,178,72,28,51,182
"Nick Taylor",-0.098,290.2,0.416,-0.225,0.151,-0.024,70.888,73,183,77,28,66,248
"Bill Haas",-0.105,287.4,-0.259,-0.458,-0.13,0.483,71.797,160,188,84,28,56,198
"Robert Streb",-0.115,287.8,-0.307,0.142,-0.295,0.038,71.778,159,178,75,25,61,237
"Brendan Steele",-0.125,303,-0.591,-0.142,0.583,-0.566,72.197,185,188,79,17,44,170
"Denny McCarthy",-0.129,291.7,0.64,-0.369,0.299,-0.06,70.859,68,175,75,21,46,204
"Daniel Berger",-0.157,297.1,-0.078,-0.345,0.478,-0.289,70.684,50,185,79,22,38,106
"Jimmy Walker",-0.158,296.5,-0.469,-0.125,-0.433,0.4,71.997,171,188,82,33,65,130
"Jonas Blixt",-0.161,285.1,0.219,-0.108,0.015,-0.067,71.067,88,178,74,24,58,231
"Andrew Putnam",-0.17,281.3,0.971,0.159,-0.515,0.185,70.869,70,185,77,30,46,134
"Louis Oosthuizen",-0.192,312.1,-0.116,0.088,-0.367,0.087,71.067,88,178,82,15,26,69
"Wes Roach",-0.193,288.3,-0.034,-0.444,-0.015,0.266,71.939,169,191,84,16,44,158
"Brandt Snedeker",-0.201,288.1,0.835,-0.189,-0.428,0.416,71.625,143,185,84,43,73,203
"Ryan Armour",-0.208,272.9,0.292,-0.28,-0.089,0.16,70.951,79,175,77,38,71,233
"Vaughn Taylor",-0.225,282.1,0.623,0.203,-0.285,-0.144,70.774,59,183,73,35,64,267
"Beau Hossler",-0.235,296.9,0.493,-0.299,0.017,0.047,71.382,126,185,88,42,74,170
"Harris English",-0.237,298.8,0.345,-0.262,-0.151,0.176,71.234,106,191,84,41,75,279
"Cameron Tringale",-0.264,291.6,0.035,0.133,-0.424,0.027,71.514,133,188,84,19,36,125
"Graeme McDowell",-0.267,286.4,0.59,0.002,-0.348,0.079,70.981,81,178,73,28,50,153
"Brice Garnett",-0.267,282.8,-0.461,-0.397,0.225,-0.095,71.421,130,180,79,19,49,210
"Patton Kizzire",-0.275,294.2,0.877,0.144,-0.28,-0.139,71.195,102,196,98,32,65,171
"Martin Laird",-0.283,293,0.264,-0.076,-0.168,-0.039,71.251,109,188,86,24,51,191
"Richy Werenski",-0.288,289.2,-0.005,-0.165,0.216,-0.339,71.157,97,183,74,27,57,230
"Ryan Blaum",-0.301,288.1,0.146,-0.165,-0.14,0.004,71.395,128,173,75,40,80,304
"J.J. Henry",-0.319,281.9,-0.814,0.042,-0.155,-0.206,72.214,186,191,91,16,38,105
"Billy Horschel",-0.326,289.8,0.654,-0.131,-0.249,0.054,71.084,91,183,79,30,60,188
"Nicholas Lindheim",-0.351,282.8,0.212,0.056,-0.359,-0.047,71.931,167,188,74,5,16,70
"Wyndham Clark",-0.358,312.4,0.723,-0.768,0.224,0.186,70.613,45,183,78,36,65,199
"Andrew Landry",-0.363,284.2,-0.284,-0.166,0.302,-0.498,71.938,168,170,68,18,42,249
"Rory Sabbatini",-0.365,290.1,-0.014,-0.264,0.101,-0.201,71.296,116,178,75,21,40,179
"Martin Trainer",-0.37,306.6,-0.212,-0.797,0.435,-0.008,71.582,138,185,80,30,55,147
"David Hearn",-0.391,275.2,0.045,-0.122,-0.08,-0.188,71.725,154,185,77,16,43,147
"Sangmoon Bae",-0.408,292.8,-0.148,-0.461,0.186,-0.133,72.093,175,183,82,23,46,135
"Stewart Cink",-0.423,291.7,0.399,-0.493,-0.366,0.437,71.345,121,193,93,30,54,114
"Kelly Kraft",-0.442,289.7,-0.259,0.128,-0.295,-0.274,71.529,135,183,79,29,56,146
"Jim Herman",-0.458,288.8,-0.478,0.038,0.031,-0.526,72.29,189,183,77,17,38,138
"John Senden",-0.459,282,-0.343,-0.095,-0.431,0.066,72.241,187,193,91,14,29,114
"Chad Campbell",-0.467,269.3,-1.742,-0.344,-0.176,0.052,72.97,207,185,93,12,22,53
"Brian Harman",-0.469,280.4,-0.278,-1.286,0.304,0.513,72.33,193,170,68,35,58,176
"Alex Cejka",-0.479,277,-0.293,-0.144,0.143,-0.479,72.121,180,178,77,18,45,162
"Jordan Spieth",-0.533,298.6,-0.015,0.013,-0.494,-0.052,71.26,110,185,79,15,41,129
"Ted Potter, Jr.",-0.538,271.2,-0.502,-0.01,-0.068,-0.46,72.317,191,180,82,31,66,198
"Jason Dufner",-0.542,284.4,-0.732,-0.575,-0.237,0.27,72.248,188,178,82,34,63,135
"Hunter Mahan",-0.564,292.8,0.119,-0.474,0.375,-0.464,71.66,148,180,79,34,65,247
"John Huh",-0.597,282,-0.136,0.053,-0.423,-0.226,71.922,165,183,86,27,59,208
"Tyler Duncan",-0.6,286.3,-1.169,-0.309,0.093,-0.383,72.101,177,173,68,28,62,251
"Chris Thompson",-0.625,287.7,-0.165,-0.279,-0.149,-0.198,72.88,205,188,88,18,44,101
"Mackenzie Hughes",-0.635,291.1,-0.537,-0.594,-0.219,0.178,72.162,182,185,82,20,47,140
"Alex Noren",-0.666,309.6,-1.017,-0.439,-0.327,0.1,71.721,153,180,75,24,52,73
"Kyle Stanley",-0.673,290.4,-0.84,-0.362,-0.334,0.023,72.097,176,180,75,29,59,139
"Brian Gay",-0.69,273.8,1.146,-0.677,-0.308,0.296,70.976,80,178,75,36,81,273
"Brandon Hagy",-0.705,312,-0.069,-0.26,0.114,-0.559,72.326,192,180,72,12,30,93
"Chris Stroud",-0.711,285.6,0.416,0.172,-0.878,-0.005,71.865,163,188,82,22,42,156
"Sam Burns",-0.723,305.5,0.296,-0.384,0.15,-0.488,71.632,145,185,83,25,61,227
"Charl Schwartzel",-0.747,294.4,0.394,0.373,-1.439,0.318,71.689,150,180,73,23,43,54
"Shawn Stefani",-0.748,291.2,-0.25,-0.432,-0.38,0.065,71.717,152,188,93,27,49,174
"Robert Garrigus",-0.751,293.5,-0.342,0.516,-0.654,-0.614,72.968,206,180,86,10,21,95
"Austin Cook",-0.767,285.8,-0.314,0.145,-0.151,-0.761,71.334,119,170,73,28,57,127
"Grayson Murray",-0.807,310.1,-0.462,-0.575,0.08,-0.311,72.481,197,185,90,24,54,156
"Jamie Lovemark",-0.848,290.4,0.001,-0.576,-0.217,-0.055,71.613,142,193,98,28,46,55
"Anirban Lahiri",-0.866,292.2,0.055,-0.449,-0.479,0.062,71.629,144,175,79,28,47,157
"Peter Uihlein",-0.869,294.3,0.535,-0.492,-0.26,-0.116,72.177,183,185,86,27,55,118
"Ricky Barnes",-0.885,285.7,-0.622,-0.562,-0.714,0.392,72.793,202,188,91,12,22,53
"Dominic Bozzelli",-0.905,292.3,1.178,-0.491,-0.318,-0.097,70.688,52,183,81,36,57,150
"Freddie Jacobson",-0.911,280.8,0.035,0.079,-0.494,-0.496,72.101,177,185,81,16,33,127
"Sean O'Hair",-0.915,294.3,-0.13,-0.572,-0.194,-0.149,71.841,161,188,82,23,35,132
"Pat Perez",-1.105,282.2,1.004,-0.384,-0.495,-0.226,71.597,140,183,86,19,39,96
"Satoshi Kodaira",-1.15,282.2,-0.53,-0.282,-0.367,-0.501,72.769,200,170,68,16,41,220
"D.A. Points",-1.155,272.4,-0.18,-0.298,-0.521,-0.335,72.53,198,185,88,31,49,121
"Cody Gribble",-1.196,287.2,-0.688,-0.62,-0.664,0.088,72.874,204,175,75,20,52,168
"Ben Crane",-1.249,274.8,0.345,-0.583,-0.604,-0.062,71.941,170,180,75,22,39,116
"Chad Collins",-1.347,271.3,0.324,-0.639,-1.061,0.353,73.042,208,175,79,25,42,66
"Michael Kim",-1.718,271,0.133,-0.245,-1.637,0.163,73.412,210,180,75,30,55,154
"Rod Pampling",-1.804,284.6,-0.851,-1.616,-0.207,0.018,73.307,209,178,79,28,56,87
"Seamus Power",-1.822,291.1,-0.233,-1.871,-0.195,0.243,73.601,211,191,91,27,50,160
