"","Average Tee To Green","Average Driving Distance","Average SG: Putting","Average Approach the Green","Average Off The Tee","Average SG: Around The Green","Scoring Average","Rank","Height","Weight","Sand Saves","Bunkers","Hit Fairway"
"Fred Couples",1.042,291.1,-0.434,0.455,0.138,0.448,71.393,76,180,84,7,9,32
"Patrick Cantlay",1.017,321.3,0.34,-0.262,0.59,0.69,70.068,16,183,86,9,15,32
"Jamie Lovemark",0.997,300.5,-2.479,0.703,0.54,-0.247,72.058,121,193,98,12,21,16
"Patrick Rodgers",0.933,313.1,0.648,0.703,0.136,0.094,70.42,21,188,83,7,12,56
"Hunter Mahan",0.841,296.9,-0.385,0.893,0.395,-0.448,71.545,86,180,79,3,5,63
"Seamus Power",0.82,300.7,0.221,-0.586,0.816,0.59,70.959,52,191,91,8,10,56
"Adam Schenk",0.793,309,1.163,0.353,0.563,-0.124,70.045,14,188,86,8,16,60
"Roberto Castro",0.765,292.2,0.566,0.597,-0.109,0.276,70.67,38,183,77,5,9,66
"Michael Thompson",0.757,306.3,0.6,0.765,0.694,-0.702,70.643,35,183,83,1,3,35
"Trey Mullinax",0.741,309,-1.877,-0.261,0.558,0.444,73.137,175,193,88,1,5,26
"Danny Lee",0.732,322.6,1.126,0.154,0.467,0.11,70.996,57,180,79,11,16,28
"Ryan Blaum",0.727,294.9,0.478,0.038,0.239,0.45,70.795,46,173,75,9,15,65
"J.T. Poston",0.717,296.9,-0.636,0.787,0.159,-0.23,71.92,110,188,74,6,14,65
"Dylan Frittelli",0.709,299.2,-0.254,0.312,0.547,-0.15,71.545,86,188,81,6,11,68
"Matt Every",0.696,290.6,0.857,0.572,0.239,-0.115,70.447,23,180,86,6,8,35
"Chez Reavie",0.674,300,0.183,0.934,-0.377,0.117,71.385,75,175,73,15,26,34
"Scott Stallings",0.674,301,-0.121,0.447,0.366,-0.138,73.648,197,183,88,5,14,33
"Tom Hoge",0.673,291.8,-0.198,0.864,-0.584,0.393,72.355,140,185,79,12,19,44
"Martin Laird",0.659,284.4,0.671,0.571,-0.23,0.318,70.67,38,188,86,8,12,53
"Kevin Streelman",0.64,291.3,-0.499,0.578,0.644,-0.582,71.859,104,178,79,4,10,52
"Martin Trainer",0.626,316.8,-0.984,-1.162,1.318,0.471,72.359,141,185,80,7,10,41
"Brendan Steele",0.618,324.9,-0.51,-0.39,1.067,-0.059,71.849,103,188,79,7,19,35
"Sebastián Muñoz",0.562,296.6,-1.187,0.076,-0.082,0.568,72.626,151,183,83,4,11,44
"Kyoung-Hoon Lee",0.552,279.8,-0.677,0.549,-0.061,0.064,72.497,148,175,80,9,15,51
"Carlos Ortiz",0.531,303.3,0.925,-0.303,0.489,0.345,70.545,27,183,68,10,19,69
"Jim Knous",0.531,298.3,-0.056,0.037,0.535,-0.041,71.525,83,185,81,4,10,44
"Matt Jones",0.52,296,-1.155,-0.201,0.657,0.063,72.637,156,183,77,2,6,34
"Shawn Stefani",0.478,294,-0.104,-0.117,0.728,-0.133,71.626,90,188,93,3,3,55
"Joaquin Niemann",0.477,305.2,-1.581,0.216,0.094,0.166,72.362,142,183,69,6,13,21
"J.J. Spaun",0.464,304.5,0.144,0.036,0.476,-0.049,72.182,132,175,83,7,16,30
"Joel Dahmen",0.456,303.4,-0.099,0.337,0.023,0.096,71.432,79,180,80,8,17,29
"Phil Mickelson",0.394,312.4,0.963,-0.415,0.073,0.736,70.643,35,191,91,3,8,23
"Sungjae Im",0.346,305.7,1.129,-0.235,0.785,-0.204,71.137,62,183,90,10,19,48
"Harold Varner III",0.344,310.5,-0.202,-0.636,0.365,0.615,71.859,104,173,77,5,8,48
"Russell Henley",0.335,284.5,-1.317,0.997,-0.216,-0.447,72.984,172,183,82,0,2,16
"Nicholas Lindheim",0.319,277.5,0.735,0.109,-0.073,0.283,70.947,50,188,74,2,5,30
"Andres Romero",0.316,295.8,0.738,0.616,0.096,-0.397,70.947,50,178,75,5,8,28
"Bud Cauley",0.284,311.1,0.074,-0.27,-0.502,1.056,71.643,91,170,73,4,6,28
"Nick Taylor",0.266,297.5,0.314,-0.007,0.367,-0.094,71.42,77,183,77,5,11,66
"Billy Hurley III",0.233,279.8,-0.429,0.952,-0.267,-0.452,72.197,134,178,77,5,5,37
"Andrew Landry",0.225,291.3,-0.867,0.448,-0.167,-0.057,72.643,157,170,68,4,7,27
"Josh Teater",0.203,296.2,-0.781,0.102,0.175,-0.074,72.579,150,178,82,1,4,36
"Jim Herman",0.19,291.5,-1.076,1.278,-0.106,-0.983,72.887,166,183,77,1,2,33
"Brandon Hagy",0.136,310.9,-1.272,-0.425,0.801,-0.24,73.137,175,180,72,2,8,31
"Russell Knox",0.132,280,-0.614,0.939,-0.454,-0.354,73.823,201,178,72,2,4,18
"Jonas Blixt",0.056,292.4,0.775,-0.002,-0.137,0.195,71.17,64,178,74,8,13,62
"Mackenzie Hughes",0.042,300.5,0.816,0.321,-1.281,1.002,71.143,63,185,82,3,5,22
"Wes Roach",0.039,285.3,0.002,-0.002,0.253,-0.213,71.959,112,191,84,2,8,53
"Hudson Swafford",0.014,298.4,0.067,-0.203,0.012,0.205,71.92,110,191,91,7,14,51
"J.J. Henry",-0.04,292.6,-0.585,0.205,-0.086,-0.158,72.626,151,191,91,4,6,51
"Nate Lashley",-0.047,293.4,1.502,0.289,-0.195,-0.141,70.545,27,183,86,1,10,62
"John Huh",-0.051,286,-1.085,0.572,-0.164,-0.459,73.137,175,183,86,2,6,30
"Kramer Hickok",-0.053,271.9,-1.083,-0.982,0.638,0.291,73.137,175,180,80,1,3,42
"Harris English",-0.062,297.1,0.017,-0.102,-0.168,0.207,72.045,117,191,84,10,15,57
"Chris Thompson",-0.074,287.5,-0.051,0.03,0.007,-0.111,72.126,128,188,88,3,10,46
"John Merrick",-0.136,264,-0.154,-0.495,-0.148,0.508,72.29,139,185,77,0,3,17
"Richy Werenski",-0.139,299.9,0.345,-0.274,0.498,-0.363,71.795,100,183,74,7,11,67
"Wyndham Clark",-0.139,317.2,0.469,-0.188,0.199,-0.15,71.67,92,183,78,7,12,45
"David Hearn",-0.149,263.8,-1.03,1.086,-0.237,-0.998,73.179,180,185,77,1,6,43
"Alex Cejka",-0.165,273.3,-0.032,0.397,-0.076,-0.486,72.197,134,178,77,2,5,34
"Brian Stuard",-0.193,277.8,0.168,-0.171,-0.446,0.424,72.198,136,178,79,13,27,53
"Robert Streb",-0.201,283.3,0.242,0.124,-0.677,0.352,71.959,112,178,75,4,8,50
"Bronson Burgoon",-0.202,308.4,0.309,-0.287,0.375,-0.289,70.621,32,188,86,11,19,34
"Max Homa",-0.227,295.3,0.036,0.627,-0.058,-0.796,72.192,133,185,82,4,9,43
"Cameron Tringale",-0.252,295.9,0.457,0.214,-0.69,0.225,71.795,100,188,84,5,11,48
"Retief Goosen",-0.259,279.8,-1.03,-0.422,-0.095,0.259,73.29,184,180,84,0,2,13
"Danny Willett",-0.263,301.3,-1.72,0.327,-0.733,0.144,72.198,136,180,77,4,9,12
"Grayson Murray",-0.296,317.7,-0.066,-0.397,0.343,-0.241,72.362,142,185,90,4,7,31
"Chad Campbell",-0.309,273.8,-1.827,-0.126,0.075,-0.258,74.137,205,185,93,4,6,35
"Chris Kirk",-0.387,283.4,-1.249,0.232,-0.953,0.334,73.637,195,191,79,2,5,27
"Robert Garrigus",-0.407,301.4,0.615,0.819,-0.63,-0.597,71.793,99,180,86,6,7,42
"Vaughn Taylor",-0.41,281.4,0.682,-0.263,-0.554,0.407,71.729,96,183,73,7,11,59
"James Hahn",-0.414,291,-0.358,-0.312,0.348,-0.45,72.903,167,185,82,7,16,24
"Kelly Kraft",-0.42,293,-0.062,0.129,0.244,-0.793,72.061,123,183,79,5,6,18
"Tyler Duncan",-0.452,296.8,-0.906,-0.295,-0.034,-0.124,73.359,188,173,68,4,12,46
"Jonathan Byrd",-0.537,278.5,0.665,0.353,-0.696,-0.194,71.872,108,175,75,1,6,54
"Hank Lebioda",-0.588,285.5,-1.048,-0.282,-0.268,-0.038,73.637,195,180,81,1,6,30
"Michael Kim",-0.595,299,-0.548,-0.42,0.023,-0.198,73.932,202,180,75,8,19,31
"Parker McLachlin",-0.61,273.1,-0.087,0.07,-1.464,0.785,72.697,159,185,0,5,8,27
"Peter Malnati",-0.619,297.6,0.927,0.254,-0.7,-0.172,71.692,93,178,72,3,12,38
"Roger Sloan",-0.645,299.9,-0.714,-0.575,-0.024,-0.046,73.359,188,188,79,5,11,45
"Ted Potter, Jr.",-0.646,285.8,-2.836,-1.054,0.949,-0.541,72.558,149,180,82,6,17,17
"Derek Ernst",-0.69,289.6,-0.256,-0.568,-0.438,0.316,72.947,168,183,84,6,7,26
"Nick Watney",-0.748,297.3,-0.734,-0.362,-0.038,-0.348,71.758,98,188,82,9,19,14
"Fabián Gómez",-0.756,289.4,-0.039,-0.725,0.109,-0.14,72.795,164,173,74,6,14,68
"Adam Long",-0.761,304,-0.597,0.081,-0.078,-0.764,73.359,188,178,73,1,5,50
"Sung Kang",-0.899,301,-0.205,0.499,0.188,-1.587,72.219,138,173,75,11,17,26
"Cody Gribble",-0.938,281.1,-0.198,0.081,-1.304,0.285,73.137,175,175,75,0,1,26
"Chris Stroud",-0.949,284.4,-1.187,-0.235,-0.613,-0.101,74.137,205,188,82,4,6,26
"Ricky Barnes",-0.953,299.2,-0.238,-0.554,-1.075,0.676,73.192,182,188,91,5,7,36
"Stuart Appleby",-0.992,267.1,0.045,0.904,-1.383,-0.512,72.947,168,185,84,1,3,28
"Denny McCarthy",-1.003,290,1.711,-0.965,-0.149,0.111,71.293,67,175,75,5,11,43
"Ryan Armour",-1.039,262,0.842,-0.386,-0.557,-0.095,71.867,107,175,77,13,20,39
"Scott Brown",-1.112,275,0.629,-0.186,-0.753,-0.173,72.484,146,173,77,1,2,15
"Scott Piercy",-1.28,302,-0.702,-1.332,0.63,-0.579,71.358,72,183,84,15,26,23
"Anirban Lahiri",-1.35,297,-0.133,0.035,-1.581,0.197,73.561,193,175,79,4,6,14
"John Senden",-1.409,293.3,0.637,-0.78,-0.203,-0.426,72.772,161,193,91,4,8,21
"Ben Crane",-1.441,280.5,0.416,-0.815,-0.762,0.136,73.025,173,180,75,8,11,44
"Beau Hossler",-1.548,297.8,1.065,-1.978,0.446,-0.016,71.558,88,185,88,11,18,14
"Sangmoon Bae",-1.587,302,-0.895,-1.39,0.387,-0.584,74.484,209,183,82,5,7,13
"Adam Hadwin",-1.601,304,-0.881,-0.663,0.291,-1.229,71.716,95,173,75,14,18,16
"Jason Bohn",-1.839,273.3,-1.45,-2.399,-0.945,1.506,75.29,211,183,82,4,5,15
"Sean O'Hair",-1.877,289.5,-0.259,-1.254,0.103,-0.726,74.137,205,188,82,3,5,28
"George McNeill",-1.98,294.3,0.69,-0.683,-0.763,-0.532,73.29,184,185,82,0,1,13
"Chad Collins",-2.038,273.2,1.059,-0.856,-1.688,0.506,72.979,171,175,79,7,10,30
"Jason Dufner",-2.052,270.5,0.569,-1.937,0.26,-0.375,72.758,160,178,82,11,21,16
"Dominic Bozzelli",-2.454,301.5,0.471,-2.153,0.216,-0.517,73.984,203,183,81,0,2,17
"Peter Uihlein",-2.653,301,-0.33,-2.067,0.026,-0.612,73.758,200,185,86,11,24,12
"David Lingmerth",-3.1,266.8,-0.69,-2.509,-1.047,0.457,75.79,214,170,79,1,2,15
"Wesley Bryan",-3.742,257.6,-3.394,-0.32,-2.498,-0.924,79.137,217,183,0,4,6,23
"Eric Axley",-3.969,257,1.68,-1.1,-1.629,-1.24,74.29,208,183,84,0,1,11
"Carl Pettersson",-6.753,276.8,0.463,-4.668,-0.988,-1.096,78.29,216,180,88,1,3,15
